vendor_id,vendor_name,region,risk_rating
V03319,"Miller, Reynolds and Hernandez",LATAM,Low
V00066,Morton-Chase,EMEA,Low
V04174,Stout-Graves,LATAM,High
V02638,Fowler-Torres,APAC,High
V03610,"Stewart, Skinner and Guerrero",AMER,Medium
V01094,Nicholson-Robertson,LATAM,High
V00566,"Edwards, Hines and Jimenez",LATAM,Low
V02255,Barnes Group,EMEA,High
V00240,"Walker, Hernandez and Baker",EMEA,High
V00392,Ware and Sons,AMER,Medium
V00220,Terry-Martinez,EMEA,Medium
V02934,Thompson LLC,AMER,High
V04031,Parker Inc,EMEA,High
V01809,Graham-Clark,APAC,High
V01770,"Chang, Lamb and Miller",LATAM,
V01657,"Adams, Bradley and Hall",LATAM,Low
V04259,Stevenson-Ferguson,AMER,High
V01120,"Nguyen, Hill and Douglas",APAC,High
V00016,Galloway-Wyatt,APAC,High
V04559,"Hull, Mcgrath and Thomas",LATAM,Low
V04876,Castro-Murphy,AMER,High
V01161,Clark Inc,LATAM,Low
V01026,"Walker, Cunningham and Zuniga",AMER,High
V02447,"Nguyen, Marsh and Beck",AMER,Medium
V02488,"Hart, Turner and Foster",LATAM,Low
V04821,"Copeland, Jones and Salazar",AMER,Low
V03865,"Faulkner, Welch and Hoffman",APAC,Low
V04601,"Black, Thompson and Hayes",LATAM,Low
V01318,"Carpenter, Lynn and Howard",LATAM,Low
V01829,"Davis, Kennedy and Harmon",LATAM,Medium
V00123,Chandler-Edwards,LATAM,Low
V04352,Turner-Lang,AMER,Low
V01692,Barnes LLC,APAC,Medium
V01138,Mason Ltd,AMER,High
V00980,Johnson Inc,APAC,High
V03124,Willis-Christian,APAC,High
V01327,Hampton-Tucker,EMEA,Medium
V00834,Burns and Sons,LATAM,Medium
V01487,Perez-Rojas,LATAM,Medium
V00281,Garner-Thornton,EMEA,High
V00050,"Harris, Collins and Carney",EMEA,Low
V02723,Jones-Lee,AMER,Low
V03473,Johnson PLC,EMEA,Low
V03890,Dougherty-Nguyen,AMER,High
V01065,Miller-Orr,AMER,High
V02605,Richardson-Jimenez,LATAM,High
V00775,Ward and Sons,EMEA,High
V04620,   grant-woods  ,AMER,High
V02027,"Mann, Wade and Spence",EMEA,Low
V01266,Cole-Lucero,APAC,Low
V03297,Flores and Sons,EMEA,High
V02349,Mccoy Ltd,AMER,High
V03110,Morrison-Bradford,AMER,High
V00580,"Morales, Williams and Williams",LATAM,Low
V02054,Mcneil-Fox,EMEA,Medium
V04869,Sanders Group,EMEA,High
V01062,Randall PLC,AMER,Low
V02844,Ellis-Martin,EMEA,Low
V01513,Booker Inc,APAC,High
V02646,"Barnes, Paul and Price",EMEA,Medium
V02275,Austin-Juarez,APAC,Medium
V02475,Johnson-Schultz,APAC,Medium
V02713,Harris-Bennett,AMER,High
V03982,"Gomez, Mcgee and Cole",AMER,Medium
V01304,James-Short,APAC,Low
V04458,Hanson Inc,EMEA,Medium
V03615,Gonzalez Inc,APAC,
V02144,Edwards-Bennett,AMER,Medium
V00394,"Miller, Ramos and Coleman",AMER,Medium
V03808,Wood LLC,AMER,High
V04207,"Hill, King and Mosley",LATAM,High
V04834,Townsend-Watts,LATAM,Low
V03904,"Rhodes, Camacho and Cowan",LATAM,Low
V01001,"Howard, Silva and Hall",AMER,Medium
V03421,"Foley, Gordon and Bailey",EMEA,Medium
V02962,Potter-Deleon,EMEA,High
V00397,Gregory-Watkins,LATAM,Low
V04694,Griffin-Hall,APAC,High
V00487,"Hartman, Romero and Smith",LATAM,Medium
V01780,"Andrews, Romero and Sullivan",LATAM,Medium
V01021,"Buchanan, Walker and Chapman",AMER,Low
V04102,Martinez-Bailey,APAC,Medium
V02803,   robles-turner  ,EMEA,Low
V01136,Ruiz Ltd,APAC,Medium
V02110,Nunez-Rodriguez,LATAM,High
V02415,"Smith, Morgan and Young",EMEA,Low
V03446,Miller Inc,APAC,Medium
V03343,Fischer Inc,APAC,Medium
V02445,"Bass, Anderson and Taylor",APAC,Medium
V03033,Lopez Group,LATAM,Low
V04410,Martin Ltd,AMER,Low
V00208,Davis and Sons,LATAM,
V00167,"Hurst, Freeman and Nelson",APAC,
V01004,Gallagher and Sons,AMER,High
V01592,"Evans, Cross and Johnston",EMEA,High
V01057,Lopez-Williams,EMEA,High
V01967,"Whitehead, Lane and Tran",AMER,High
V01742,Crawford and Sons,LATAM,
V02244,"Holland, Sims and Meadows",AMER,Low
V03727,Smith LLC,APAC,High
V03550,"Hernandez, Farmer and Banks",AMER,High
V03501,Johnson and Sons,LATAM,High
V03862,Carson-Hernandez,EMEA,High
V00337,"Newton, Moore and Perry",EMEA,High
V03896,Thompson Ltd,APAC,Medium
V04901,Grant-Ellis,APAC,Medium
V02226,Welch-Suarez,APAC,High
V01230,"Monroe, Chapman and Barton",APAC,Low
V01380,"Moreno, Perez and Lang",APAC,Low
V03003,"Wilson, Graham and Webb",APAC,Medium
V04667,Scott Inc,AMER,High
V04362,Waller Ltd,LATAM,Medium
V00037,Smith-Bowen,APAC,Medium
V01591,"Warner, Weiss and Davis",APAC,Medium
V00184,"Higgins, Strickland and Martin",AMER,Low
V02531,Pittman-Wright,EMEA,High
V02935,   palmer inc  ,APAC,Medium
V03032,White-Lopez,EMEA,High
V04397,Hardin Inc,LATAM,High
V02977,Mooney-Hickman,LATAM,High
V02365,   howell llc  ,EMEA,Low
V03168,Miller-Russo,EMEA,Low
V04205,"Santos, Huang and Woods",APAC,Low
V04996,Mcdonald PLC,APAC,High
V04564,"Stephens, Stone and Johnston",APAC,Medium
V02384,Martinez and Sons,AMER,Low
V03407,Underwood-Maldonado,EMEA,Medium
V03040,Smith-Serrano,LATAM,High
V01871,Lee-Johnson,LATAM,Low
V03825,"Bonilla, Rodriguez and White",APAC,High
V01326,"Quinn, Humphrey and Ford",LATAM,Low
V02026,"Martinez, Green and Lopez",LATAM,High
V02808,Martin LLC,LATAM,Medium
V00569,Levy-Lewis,LATAM,High
V00963,Chavez-Hall,EMEA,Low
V03361,Roberts-Montes,AMER,Medium
V00624,"Rodgers, Jefferson and Johnson",EMEA,High
V02572,"Durham, Ward and Hester",AMER,Medium
V04682,Montgomery PLC,APAC,Low
V03085,"Bonilla, Durham and Sanchez",AMER,Medium
V02326,Yang Group,AMER,Medium
V01575,Sandoval-Ferguson,AMER,Low
V00379,Moore Group,AMER,High
V04795,Marshall and Sons,LATAM,Low
V04575,"Clements, Allen and Sullivan",EMEA,Low
V03912,Thomas LLC,AMER,
V04969,Cole Ltd,APAC,High
V00095,Campbell-Clark,APAC,Low
V04417,Craig Ltd,APAC,
V03270,"Shah, Aguirre and Powers",AMER,High
V04360,Willis LLC,LATAM,High
V04295,Miller Ltd,AMER,Low
V04864,Leblanc PLC,APAC,High
V00497,Blackwell LLC,LATAM,Medium
V00369,Perry-Davis,LATAM,Low
V02328,Miller Ltd,EMEA,Low
V03188,"Ray, Smith and Cervantes",LATAM,High
V03147,Brooks-Fleming,AMER,High
V02342,Santos Group,APAC,Medium
V02135,Garcia Inc,LATAM,Low
V02115,"Roberts, Bowen and Miller",APAC,High
V00014,"Mcclure, Ward and Lee",AMER,Medium
V00020,"Reid, Ferguson and Sanchez",AMER,Low
V02508,Coffey-Johnson,AMER,High
V00456,Diaz-Ball,LATAM,High
V02432,Kennedy-Francis,APAC,Low
V00981,Orr Group,EMEA,High
V01858,Roberts Group,AMER,Medium
V01652,Acosta LLC,AMER,High
V04466,"Lopez, Bradshaw and Jacobs",LATAM,Medium
V03047,Moore-Brown,APAC,Medium
V01195,"Gregory, White and James",AMER,
V04410,Martin Ltd,AMER,Low
V01019,Conner-Yu,LATAM,High
V01544,Washington Group,EMEA,High
V02126,Morgan PLC,LATAM,Medium
V04942,Jordan PLC,EMEA,High
V00075,Novak PLC,EMEA,Medium
V00085,"Evans, Stewart and Walton",APAC,Low
V00250,Ruiz Ltd,LATAM,Medium
V00009,Garcia-James,AMER,Medium
V00893,Jones PLC,LATAM,Medium
V04208,Reeves Group,EMEA,Medium
V00853,Martin-Taylor,LATAM,Low
V03599,"Simmons, Wallace and Martinez",EMEA,High
V00007,Blake and Sons,AMER,Low
V01347,Keith-Williams,EMEA,Medium
V03698,Wheeler-Jones,LATAM,Low
V01472,Davidson LLC,EMEA,High
V04310,Wood-Thomas,APAC,Low
V03549,Rivas-Johnson,EMEA,High
V00608,"Hill, Martinez and Rhodes",AMER,High
V04298,"Hammond, Bates and Gordon",LATAM,Low
V03846,"Scott, Delgado and Andrade",EMEA,Medium
V04501,"Johnson, Perez and Henry",LATAM,High
V04569,"Weiss, Robinson and Bell",APAC,Medium
V02978,Smith-Gonzalez,LATAM,High
V03046,Ochoa-Parker,AMER,Low
V04266,Stafford Ltd,APAC,High
V04725,Young and Sons,APAC,Low
V00271,"Thomas, Lee and Greene",LATAM,Low
V04775,Foster-Williams,APAC,Low
V00040,"Romero, Gonzalez and Brooks",EMEA,Medium
V03505,Brown PLC,APAC,High
V02927,"Jennings, Rhodes and Patel",EMEA,Low
V04606,"Whitehead, Barton and Williams",APAC,Medium
V00768,"Davis, George and Nguyen",EMEA,Low
V01769,Edwards-Roth,APAC,High
V04822,Brown PLC,APAC,Low
V01305,Wells PLC,AMER,Low
V01681,"Payne, Long and Morris",AMER,Medium
V02162,Murray Group,LATAM,Medium
V04294,Perez Group,AMER,Low
V02352,Freeman Group,APAC,Medium
V04135,"Owens, Richards and Walter",AMER,Medium
V00481,Brown-Copeland,APAC,High
V04144,Marquez Group,LATAM,Low
V02066,George LLC,LATAM,Low
V00161,Brown-Wall,LATAM,Medium
V03894,Arnold-Boyer,EMEA,Medium
V03869,"Bell, Reynolds and Forbes",APAC,Low
V01840,Washington-Martinez,EMEA,Medium
V01108,Byrd LLC,APAC,High
V01791,Parker Group,LATAM,Medium
V04437,Perez-Tucker,AMER,Medium
V04526,"Carroll, Moore and Brown",AMER,High
V02214,Stewart Group,LATAM,Medium
V01142,Thomas-Huffman,EMEA,Medium
V00944,Murphy-Tran,EMEA,Medium
V04013,Decker Inc,APAC,Low
V01336,Vance PLC,AMER,Medium
V03218,Gordon Ltd,APAC,High
V00809,Mueller-Boyd,EMEA,High
V03415,Li-Hernandez,LATAM,Low
V00524,"Griffin, Davies and Mitchell",LATAM,Low
V04783,"Snyder, Miller and Stevens",EMEA,Low
V02992,"Maxwell, Rice and Watson",LATAM,High
V03941,Larsen PLC,LATAM,Low
V02491,"Bernard, Flores and Fleming",APAC,Low
V01610,Cohen-Johnston,LATAM,High
V00826,Bruce-Williamson,AMER,Medium
V03992,Gates-Rodriguez,AMER,High
V03861,Cooper LLC,LATAM,High
V03661,Hoffman-Webb,AMER,Medium
V03148,"Cole, Rich and Esparza",LATAM,Low
V03375,Orozco LLC,LATAM,Low
V03823,   munoz group  ,APAC,High
V02168,"Morgan, Mendez and Cox",LATAM,High
V03130,West-Anderson,EMEA,Medium
V02975,"White, Riddle and Garza",AMER,Low
V03019,Smith LLC,AMER,High
V04123,"Barnes, Vargas and Wright",LATAM,Low
V01654,"Peck, Shannon and Mahoney",AMER,Low
V00207,"Alvarez, Joseph and West",LATAM,High
V00179,"Williams, Johnson and Wright",APAC,High
V01232,"Taylor, Porter and Moreno",LATAM,Low
V03582,Watkins LLC,EMEA,Low
V00703,Burgess Group,EMEA,High
V01071,Harris-Carson,AMER,High
V02389,Soto-Sanchez,LATAM,Low
V04020,"Santos, Lee and Jones",APAC,High
V00267,Valentine-Holland,APAC,Low
V00898,Goodwin PLC,LATAM,Low
V00726,Williamson Ltd,EMEA,
V04908,"Meyer, Miranda and Watkins",APAC,High
V01891,Waters-Smith,APAC,Low
V00194,Reid-Poole,EMEA,Medium
V02121,Lutz Group,APAC,High
V03738,Miller Inc,APAC,High
V02556,"Cooper, Wood and Smith",LATAM,Low
V04760,"Arnold, Williams and Jarvis",LATAM,Low
V04098,"Baker, Casey and Simmons",AMER,
V00080,"Hensley, Powell and David",EMEA,Medium
V00482,Carlson-Smith,APAC,High
V03108,Martin-Pratt,EMEA,Medium
V03798,"Peters, Rowe and Smith",EMEA,Low
V04269,Williams Group,AMER,Low
V01040,Barron and Sons,LATAM,Medium
V04726,"Marquez, Jones and Garcia",EMEA,High
V03506,Simpson-Roy,APAC,High
V03924,Bradley LLC,AMER,Low
V02092,Watts LLC,AMER,
V03389,"Rich, Brown and Bruce",AMER,Low
V02340,Horton and Sons,APAC,Low
V03315,"Wong, Thomas and Walter",APAC,High
V03522,"Hill, Adams and King",APAC,Low
V04623,Francis Group,AMER,Low
V00745,Lam-Elliott,EMEA,Medium
V02619,"Smith, Valdez and Hays",EMEA,Medium
V00905,Adkins LLC,AMER,Medium
V00871,Adams-Clayton,EMEA,Low
V00867,"Smith, Schroeder and Oconnor",AMER,Low
V01077,"Matthews, Harrington and Rodriguez",AMER,High
V00304,Jones LLC,APAC,High
V03132,Williams-Marquez,EMEA,High
V00918,Herrera Group,LATAM,Low
V02874,Martinez-Anderson,LATAM,
V02942,"Robertson, Barry and Walls",EMEA,High
V04925,"Dunn, Ray and Vaughn",APAC,Low
V02215,Vega-Richmond,EMEA,High
V04311,Sutton Inc,AMER,Low
V00198,"Adams, Christian and Rivas",APAC,Medium
V02459,"Wallace, Roman and Lawson",APAC,Low
V04583,Harvey-Gillespie,EMEA,Medium
V04493,"Grant, Williams and Cameron",EMEA,Medium
V03351,"Mcknight, Howard and Johnson",LATAM,Medium
V03853,Jacobs and Sons,APAC,Low
V01070,Henderson Ltd,EMEA,Low
V01841,York LLC,AMER,
V00774,Fisher-Washington,APAC,
V02588,"Lopez, Nichols and Clarke",LATAM,High
V02893,Klein PLC,LATAM,High
V03447,"Moyer, Davis and Johnson",AMER,Medium
V01497,Diaz-Green,EMEA,Medium
V01706,Martin LLC,APAC,Medium
V04712,Perez-Richardson,LATAM,Medium
V03079,"Robinson, Miller and Ward",APAC,Medium
V01477,Nelson-Wallace,APAC,Medium
V04716,Hodges Inc,AMER,Medium
V03655,"Greer, Jacobs and Hernandez",APAC,Medium
V04359,Kennedy-Woods,LATAM,Medium
V02225,Evans and Sons,AMER,Low
V00140,Chambers and Sons,EMEA,High
V01163,Brooks Ltd,LATAM,Medium
V00675,Hill Ltd,APAC,High
V02211,Booker Group,EMEA,High
V01759,Lambert-Nelson,LATAM,Medium
V01484,"Brown, Wise and Warren",LATAM,Low
V02805,Friedman-Olson,LATAM,High
V04274,Moore PLC,AMER,Low
V00127,"Mcdaniel, Bentley and Mclaughlin",LATAM,Medium
V03255,Hamilton-Griffin,LATAM,Medium
V00761,Moore-Dawson,LATAM,Medium
V04290,Juarez Group,EMEA,High
V02954,Martin-Gomez,APAC,Medium
V01505,"Price, Gray and Baker",AMER,Medium
V01080,"Chan, Floyd and Dillon",EMEA,High
V02402,"Bishop, Thomas and Powell",AMER,Medium
V02471,Williams and Sons,LATAM,Medium
V01848,Cooper Inc,APAC,High
V01186,Smith and Sons,LATAM,Medium
V00441,"Marks, Cook and Aguilar",AMER,Low
V03335,Cook Group,LATAM,Low
V02007,Mullen-Jones,APAC,Medium
V02510,Smith Ltd,EMEA,Medium
V02104,"Allen, Hudson and Garcia",AMER,Medium
V03726,"Cowan, Gonzalez and Ward",EMEA,High
V00052,Walker LLC,AMER,Low
V03883,Bradshaw and Sons,APAC,High
V00561,"Rodriguez, Allen and Martinez",EMEA,High
V01370,Jackson-Jennings,APAC,Medium
V00909,Peck-Anderson,AMER,Low
V04276,Becker-Mckinney,AMER,Medium
V04377,Hopkins-Cook,LATAM,Low
V03339,Wheeler Group,AMER,
V02289,Fox PLC,LATAM,High
V02591,"Blackwell, Clark and Miller",AMER,Medium
V02080,Watson-Washington,LATAM,Medium
V00205,Miller Ltd,LATAM,Low
V00983,Williams Group,LATAM,High
V01521,Brown Group,LATAM,High
V01168,Wells-Hernandez,AMER,Medium
V04061,"Sanford, Harmon and Patrick",APAC,High
V04284,Walsh Inc,EMEA,Low
V00620,Russell Group,EMEA,Medium
V03872,"Anderson, Lawson and Atkinson",APAC,High
V04173,Smith-Lopez,EMEA,High
V04949,"King, Anderson and Lopez",LATAM,Low
V03119,Walton-Swanson,EMEA,High
V00007,Blake and Sons,AMER,Low
V00895,Bell-Lewis,AMER,Medium
V00767,Johnson LLC,EMEA,Low
V01313,"Thomas, White and Jensen",APAC,Low
V01407,"Mitchell, Johnson and Greene",LATAM,Medium
V03699,"   hansen, perez and fuller  ",EMEA,Low
V00284,"Sanford, Rivera and Garcia",APAC,Low
V01553,Warren Group,AMER,High
V04548,"Williams, Cox and George",LATAM,Low
V03781,Gonzales PLC,LATAM,Medium
V01772,"Mcdonald, Bryant and Cohen",LATAM,
V03780,Martin-Payne,AMER,High
V00213,Stewart Ltd,APAC,High
V00101,Figueroa PLC,APAC,Low
V02733,Wagner-Moss,APAC,Medium
V04661,"Tran, Harris and Ford",EMEA,High
V04522,"   mathews, wright and jensen  ",LATAM,High
V04055,Taylor and Sons,LATAM,
V00785,Diaz-Frederick,LATAM,Medium
V00491,"Fuller, Ingram and Moss",APAC,Low
V00246,Navarro-Munoz,APAC,
V04547,"Crane, Freeman and Hall",LATAM,High
V03898,Kline and Sons,AMER,High
V03809,"Morrow, Bishop and Walton",LATAM,Low
V02777,Brown-Johnson,APAC,
V04981,"Weeks, Burton and Madden",AMER,Medium
V04892,"Smith, Sloan and Brock",AMER,Low
V03353,"Davis, Knapp and Gray",LATAM,Medium
V04368,Dawson-Rush,LATAM,Low
V02953,"Cain, Rodriguez and Gonzales",AMER,Medium
V00575,"   lee, tran and jones  ",EMEA,Low
V01111,"Owen, Walker and Franklin",EMEA,High
V03393,   gallegos-santos  ,AMER,Medium
V03203,"James, Gonzalez and Harrison",EMEA,Medium
V01937,Bishop Inc,LATAM,Low
V02747,Cruz PLC,EMEA,Medium
V00261,Wolf-Harris,EMEA,Medium
V04650,"Lawrence, Castro and Fleming",APAC,
V01241,"Tanner, Hunt and Cameron",LATAM,High
V00460,"Valentine, Joyce and Murray",LATAM,
V01392,"Olson, Wood and Peters",LATAM,High
V04774,Davis Group,AMER,High
V03272,Li-Gonzalez,LATAM,Medium
V04933,Weaver-Baker,APAC,Medium
V00099,Williams-Cook,APAC,Medium
V04342,Sanchez-Rodgers,LATAM,Low
V00412,Graham Group,LATAM,Low
V04301,Peterson LLC,EMEA,Medium
V04674,Edwards-Taylor,EMEA,Low
V00813,"Marsh, Spears and Yang",AMER,Medium
V03536,Fernandez-Williams,AMER,Low
V03135,"Gamble, Davis and Smith",LATAM,High
V02503,"Terrell, Martinez and Wood",APAC,Low
V01577,Kirk-Gutierrez,AMER,Medium
V00291,Brennan-Johnson,APAC,Medium
V00423,"Downs, Morris and Maddox",APAC,High
V00884,Rios-Padilla,EMEA,
V04302,Bell and Sons,APAC,High
V03435,"Flynn, Garcia and Gilmore",APAC,Medium
V01413,Dunn Ltd,LATAM,Medium
V01753,Collins Inc,AMER,Medium
V02172,Davies-Morales,EMEA,Low
V04340,"Becker, Hammond and Davidson",APAC,Medium
V02373,"Perez, Hoffman and Tucker",APAC,High
V01520,Miller-Christensen,EMEA,High
V01181,"Jones, Cummings and Conway",EMEA,Medium
V02446,"Murray, Cole and Cole",APAC,Medium
V04064,Powell-Brooks,AMER,Medium
V00641,Young-Molina,APAC,Low
V03058,Jones-Cook,LATAM,Medium
V01454,Olsen Ltd,EMEA,Medium
V01502,Harper-Robles,EMEA,
V01677,Murray-Henderson,APAC,High
V03334,"Allen, Edwards and Jones",APAC,Low
V02096,Williams-Rodriguez,LATAM,Low
V04631,"Weaver, Lara and Thomas",AMER,Low
V01238,"Moon, Farmer and Hill",EMEA,High
V03889,Greene Ltd,EMEA,Low
V04450,"Hall, Wiggins and Edwards",LATAM,Medium
V03815,Green Group,APAC,Medium
V02270,Gordon LLC,APAC,High
V01182,"Hall, Hinton and Phillips",LATAM,Medium
V01184,Phelps LLC,APAC,Low
V00810,Alvarez-Kim,EMEA,Medium
V02536,Miller Inc,AMER,Low
V03955,Flores Ltd,EMEA,Medium
V00488,Williams-Hughes,EMEA,
V02214,Stewart Group,LATAM,Medium
V01968,Miller PLC,EMEA,Low
V03042,Thomas-Burton,APAC,Medium
V04800,Howe-Brown,LATAM,High
V01308,"Wong, Bernard and Smith",APAC,Low
V01763,Andrews-Jackson,APAC,Low
V00817,Foster-Mclaughlin,EMEA,Low
V02230,Holloway Ltd,LATAM,Low
V04803,Wilson-Young,EMEA,High
V00464,Spencer-Garcia,APAC,High
V00162,Stein-Silva,APAC,Medium
V00544,Donovan-Perez,AMER,Low
V02290,Butler Inc,EMEA,Medium
V02200,Edwards LLC,LATAM,High
V00060,Gomez-Jenkins,LATAM,Medium
V04457,Dixon-Davis,LATAM,Low
V04430,Kramer Group,EMEA,High
V03689,Lang Ltd,APAC,Low
V02918,Cisneros-Meyer,APAC,High
V00286,Bowen Group,AMER,Medium
V04639,Goodman and Sons,EMEA,Medium
V04337,Keller PLC,EMEA,
V04786,"Kelley, Valenzuela and Harmon",LATAM,Low
V00556,Moore Group,EMEA,Low
V04657,Lee-Rogers,AMER,High
V00324,"Ramsey, Whitney and Coffey",AMER,Low
V01367,"Haney, Dillon and Jackson",APAC,Medium
V02167,"Leonard, Rogers and Shaw",APAC,Low
V04491,Wilson LLC,EMEA,Low
V01092,"Davis, Alexander and Mcintyre",LATAM,Medium
V03244,Lee Inc,APAC,Low
V04811,Michael Ltd,LATAM,Low
V01527,Boyd and Sons,LATAM,Low
V00190,"Burke, Martinez and Riggs",AMER,Low
V03434,   morris-hall  ,LATAM,Medium
V04200,"Perez, Bailey and Park",AMER,Low
V01582,Larson-Holmes,LATAM,Medium
V02860,Wilson Inc,LATAM,Medium
V00924,"Yang, Wilson and Zimmerman",APAC,High
V00103,"Mckee, Gardner and Davenport",AMER,High
V00070,Hancock Inc,APAC,Low
V01906,"Barker, Tucker and Mcclure",LATAM,Low
V00773,Thomas-Jackson,LATAM,Low
V02057,Perry-Peters,AMER,Medium
V00115,Torres-Pope,LATAM,High
V03683,Jackson-Pratt,APAC,Medium
V03891,Jackson Ltd,EMEA,Low
V02327,Hartman Group,AMER,Medium
V03316,"Rodriguez, Smith and Murray",AMER,High
V01757,Flores and Sons,APAC,Low
V01918,Haynes and Sons,LATAM,High
V01823,House-Johnston,EMEA,
V04195,Rubio and Sons,AMER,High
V02943,"Charles, Brown and Smith",EMEA,Low
V03631,"Ingram, Green and Stewart",LATAM,Low
V03850,Berry-Lewis,APAC,Low
V01684,Holt-Meadows,APAC,High
V04043,"Ramsey, Martinez and Sherman",EMEA,Medium
V04524,Vincent LLC,AMER,Medium
V00533,Johnson-Spencer,LATAM,Medium
V04283,Alvarado and Sons,APAC,Low
V04128,Smith-Wilson,AMER,Medium
V01707,"Guerrero, Graves and Armstrong",LATAM,Medium
V04946,Jensen Inc,LATAM,Low
V01664,   schaefer group  ,LATAM,High
V00288,Morgan-Schwartz,LATAM,High
V02220,King Group,AMER,High
V03144,Williams-Trevino,EMEA,High
V00866,Gibson-Freeman,LATAM,High
V00982,Davis LLC,AMER,Medium
V04744,Ballard and Sons,APAC,High
V00175,Ramirez-Bean,EMEA,Low
V01611,Powers Group,AMER,Low
V04590,James Group,EMEA,Medium
V03716,Mccarthy-Kelly,LATAM,Low
V01010,Weaver-Thompson,AMER,Low
V04022,"Hernandez, Rivera and White",EMEA,Medium
V01113,Coleman-Bennett,APAC,Medium
V03717,"Stewart, Miller and Jacobs",EMEA,Low
V04592,Miller Ltd,AMER,High
V01943,Brown-Rodriguez,EMEA,Medium
V00917,Miller-Mccall,AMER,Low
V02873,Smith Group,APAC,Low
V02621,Cummings and Sons,EMEA,Medium
V02209,Shaffer-Manning,LATAM,Low
V03722,"Bailey, Johnson and Diaz",AMER,Low
V04405,Ramos PLC,LATAM,Medium
V02280,White Group,APAC,High
V04143,"Huff, Bird and Miller",LATAM,High
V01419,"Frye, Walter and Li",AMER,
V01423,Olson LLC,EMEA,Medium
V00030,"Snyder, Campos and Callahan",AMER,High
V02131,Archer-Dixon,EMEA,High
V03295,Nelson-Jackson,EMEA,Medium
V04058,Carlson and Sons,AMER,High
V03428,"White, Erickson and Hunter",APAC,Low
V00368,Gutierrez Group,LATAM,Low
V03374,Henderson-Rasmussen,EMEA,Low
V00178,Walker-Jones,EMEA,
V01732,Moore-Murray,EMEA,Low
V02597,"Morse, Silva and Johnson",AMER,Low
V01884,Sosa-Baker,EMEA,High
V04603,Simmons-Mcdaniel,EMEA,High
V00951,"Franco, Wiley and Tapia",LATAM,Medium
V03714,Ortega-Murphy,LATAM,Medium
V04962,Kim-King,LATAM,Medium
V02124,Neal-Madden,AMER,Medium
V02157,Jenkins-Brown,LATAM,High
V00840,Miller Inc,AMER,High
V01471,Welch-Thomas,EMEA,
V01101,"Sanders, Leblanc and Maldonado",EMEA,High
V03459,Jones-Johnston,EMEA,High
V01709,Davis LLC,APAC,Low
V03439,Alexander LLC,EMEA,Low
V03987,Cardenas and Sons,EMEA,High
V01695,Dean LLC,APAC,
V02164,Chapman-Odom,EMEA,Medium
V00068,Novak and Sons,EMEA,High
V01754,"Charles, Wiggins and Cook",AMER,Low
V04018,Schmidt PLC,EMEA,
V01109,"   ortiz, smith and deleon  ",EMEA,High
V00011,Blair PLC,LATAM,Low
V01548,"Martin, Schmidt and Cole",EMEA,Medium
V04718,Wright PLC,APAC,Medium
V01020,"Stewart, Mann and Hoffman",EMEA,Low
V03059,Mclean-Gillespie,LATAM,Low
V00352,Guerrero Inc,LATAM,Medium
V02176,Simmons-Reed,LATAM,High
V04637,Norman-Johnson,AMER,Low
V02455,"Todd, Bernard and Boyd",LATAM,Low
V04387,"Miller, Wade and Flores",LATAM,Low
V02743,"Brooks, Sullivan and Perry",APAC,High
V01678,"Ellison, Vaughn and Mckee",LATAM,Medium
V02649,Moore-Andrews,EMEA,Low
V03784,Burke-Olson,LATAM,Medium
V04582,Hughes-Clark,AMER,High
V04893,Gay and Sons,APAC,Low
V00628,Mcdowell-Smith,LATAM,Medium
V03377,Brock-Taylor,APAC,High
V04724,"Thompson, Kelley and Mcmahon",EMEA,Medium
V02101,Johnson-Thomas,APAC,Low
V04532,Martinez Ltd,APAC,Medium
V03095,"Taylor, Rose and Rush",LATAM,Medium
V00674,"Gray, Hall and Murray",EMEA,Low
V04721,Ortiz and Sons,EMEA,High
V01451,Haynes-Watson,EMEA,High
V02417,"Wade, Richard and Hall",EMEA,Medium
V02043,Rhodes-Rosario,LATAM,Medium
V02811,"Martinez, Taylor and Nichols",AMER,Low
V00039,Harrell LLC,EMEA,Low
V03358,Parker-Williams,APAC,High
V03099,   sanders group  ,EMEA,Medium
V03456,"Fernandez, Johnson and Nicholson",AMER,High
V01298,Hamilton-Smith,EMEA,Medium
V00231,"Branch, Torres and Oliver",APAC,Low
V03744,"Bowen, Diaz and Smith",EMEA,Medium
V01489,Johnson Ltd,LATAM,Low
V03983,Elliott-Farmer,APAC,Low
V03863,"Porter, Patel and Jackson",LATAM,Medium
V01966,Clarke Ltd,APAC,High
V04163,Hansen PLC,EMEA,High
V01098,Wright Group,EMEA,Medium
V00349,Schroeder-Kramer,APAC,High
V03219,"Mueller, Cameron and Burton",APAC,Low
V02017,Villanueva LLC,AMER,
V02378,Villegas PLC,EMEA,Low
V03112,"Rodriguez, Lewis and Smith",EMEA,High
V00830,Brooks and Sons,AMER,Medium
V04780,Martin Inc,AMER,
V02841,"Acosta, Campbell and Leblanc",LATAM,Low
V02926,"Romero, Cross and Castillo",APAC,High
V01524,Clayton-Martinez,APAC,High
V03993,Martin Ltd,APAC,High
V01962,Harris-Martinez,LATAM,High
V03077,"Underwood, Cruz and Carpenter",APAC,High
V03161,"Moore, Harrison and Bowman",EMEA,Low
V02739,Hart-Castillo,EMEA,Medium
