contract_id,vendor_id,item_name,negotiated_price,valid_from
C001905,V01108,Solutions,237.4,2025-01-11
C000749,V04486,E-business,926.85,2023-05-14
C000159,V03666,E-services,3425.64,2025-04-01
C003191,V02752,Channels,4505.89,2023-06-25
C001760,V01740,Users,4239.14,2025-05-28
C002937,V02512,E-tailers,2865.46,02/18/2025
C001893,V00061,Architectures,2919.46,12/04/2023
C001496,V02717,Channels,3228.64,2026-01-06
C002059,V01398,Niches,4325.69,2024-05-07
C002981,V01684,Action-items,1614.93,2025-09-15
C002579,V04719,Web-readiness,4529.82,2025-06-29
C002175,V00087,Functionalities,4285.87,2026-02-18
C004147,V02491,E-services,1298.26,2024-11-08
C001651,V02790,Systems,3909.7,2026-03-19
C003016,V02368,Metrics,597.94,2023-08-16
C004241,V00265,Roi,4917.37,2025-06-14
C001328,V00597,E-commerce,1992.04,2026-01-04
C001716,V04280,Solutions,3291.66,2025-07-05
C001607,V04824,Infrastructures,771.19,2023-05-14
C003239,V02303,Architectures,2235.39,2024-08-12
C003939,V00527,Convergence,4734.67,2025-09-03
C002326,V02079,E-services,696.95,2024-05-08
C000785,V00891,Metrics,-3175.0,2025-07-24
C001996,V00519,Solutions,326.96,2026-01-29
C004527,V03025,Users,4573.16,2024-07-02
C000499,V02082,E-commerce,3979.07,2023-04-25
C003150,V00588,Niches,2219.9,2025-03-21
C000409,V00054,Metrics,4029.62,2023-12-18
C002954,V00901,Services,4321.84,2023-04-20
C002515,V03696,E-services,1477.61,2024-03-25
C002316,V00365,Infrastructures,3323.46,2024-02-29
C004434,V01218,Systems,3055.78,2023-11-15
C001444,V00647,Niches,4588.27,2023-12-14
C003982,V04456,Action-items,4105.69,2025-12-30
C001908,V00738,Channels,4549.64,2024-05-04
C003314,V02064,Metrics,4176.95,2024-11-03
C001080,V00776,Models,1918.14,2026-01-11
C000743,V03592,Niches,3048.19,2023-07-05
C002198,V01679,Roi,3039.61,2024-06-05
C003537,V01523,Bandwidth,4158.68,2024-12-15
C001926,V01738,Communities,3649.44,2024-02-17
C004696,V01530,Roi,4088.08,2023-06-24
C000378,V01786,E-services,4253.71,2024-03-14
C003541,V01825,Users,4824.92,2025-03-31
C000064,V04669,Users,1778.88,2025-02-27
C004893,V01806,Roi,1616.02,2024-10-08
C003424,V00231,Networks,4008.75,2023-07-29
C000478,V03323,Services,3660.96,2024-01-27
C001831,V01397,Metrics,4516.76,2023-05-14
C003479,V00434,Infrastructures,3261.8,2025-05-13
C004023,V00868,E-commerce,4679.2,2024-11-14
C001569,V04906,Functionalities,2496.16,2023-09-18
C001740,V04010,Functionalities,1653.83,2024-11-21
C001194,V04496,Schemas,305.19,2023-10-21
C000125,V01823,E-business,664.95,2025-07-19
C004058,V01948,Partnerships,2608.84,2024-08-09
C002340,V04779,Networks,66.92,2024-07-30
C002168,V03088,Niches,4383.27,2025-09-09
C000202,V03947,Niches,938.37,2023-11-23
C003139,V02122,Partnerships,2522.29,2023-04-25
C004845,V01380,Architectures,519.64,2024-06-26
C001472,V02743,Niches,4849.65,2024-02-20
C002943,V02227,Relationships,4037.27,2023-08-10
C002359,V04995,E-services,1102.99,2023-07-25
C004488,V02174,Paradigms,1451.98,2026-03-17
C002403,V01500,E-commerce,3622.28,2026-04-07
C004968,V02498,E-services,1170.0,2025-06-11
C004918,V02568,Partnerships,217.04,2025-08-04
C000684,V02119,Services,3540.63,2024-04-25
C003072,V03710,Infrastructures,2699.48,06/26/2024
C004750,V02016,Services,2340.86,2025-08-27
C000966,V03747,Users,4558.43,2026-01-23
C004437,V02197,Schemas,2443.5,2023-12-06
C000226,V04834,Roi,2295.83,2023-09-26
C000524,V02047,Architectures,3887.01,2026-03-26
C000733,V03628,Markets,4145.3,2024-01-18
C000574,V03689,Solutions,670.75,2025-09-12
C003572,V04432,Relationships,860.23,2025-08-28
C002202,V00335,Paradigms,-2082.42,2024-04-08
C000165,V04731,Niches,-300.09,2025-07-12
C000017,V02894,Solutions,22.38,2024-09-14
C003935,V04469,Models,3836.45,2024-11-28
C000181,V00283,Metrics,4346.33,2025-12-14
C002812,V03570,E-services,3432.66,2024-04-13
C000022,V02830,Platforms,1794.41,2025-02-10
C001932,V02982,Niches,3595.11,2024-10-11
C002084,V02370,Platforms,4589.87,2023-05-28
C004416,V03012,E-tailers,1123.92,2024-10-24
C004405,V02340,E-tailers,3861.68,2026-02-22
C000495,V02350,Schemas,1427.59,2023-10-14
C004681,V01443,Infrastructures,4392.37,2025-10-09
C000317,V02906,Niches,3914.47,2024-04-26
C004403,V02136,Schemas,1018.16,2023-05-14
C000300,V04947,Solutions,853.35,2024-08-19
C000706,V04256,Architectures,1649.25,2024-12-09
C000110,V02816,Channels,2529.28,2023-06-25
C003229,V02458,E-markets,2142.79,06/24/2024
C001366,V01288,Info-mediaries,3895.69,2025-05-19
C002381,V01420,Metrics,954.82,2024-06-12
C004947,V03266,E-services,4934.75,2024-05-26
C004355,V02347,Users,2264.74,2025-09-06
C001696,V00173,Solutions,3553.37,05/08/2024
C004213,V04418,Platforms,2427.84,2023-12-04
C000982,V01262,Channels,435.84,2024-04-17
C002914,V04647,E-services,3765.52,2024-08-21
C002712,V03973,Channels,417.63,2025-12-29
C003053,V04271,Roi,1701.42,2025-04-02
C000904,V04414,Solutions,-526.81,2025-08-09
C001095,V00149,Roi,2088.71,2024-09-14
C003348,V04261,Niches,1322.34,2024-09-09
C002583,V03650,E-markets,2824.5,2023-04-27
C002716,V03984,Networks,1397.02,2025-11-18
C001658,V00285,E-markets,1933.01,2024-12-25
C003366,V00162,Markets,2367.9,2024-06-07
C002307,V01223,Partnerships,413.51,2024-03-16
C004079,V01096,Solutions,17.34,2024-01-02
C002584,V01335,Infrastructures,3794.42,2025-07-29
C002799,V01293,Systems,2425.28,2024-08-18
C003007,V00464,Services,706.44,2023-08-08
C004904,V00796,Experiences,1871.66,2024-01-11
C004181,V03253,Networks,725.6,2023-08-30
C002542,V04871,Roi,2090.22,2024-04-07
C002910,V01082,Infrastructures,543.45,2024-08-19
C002371,V04429,Schemas,52.53,2025-12-22
C004507,V00586,Metrics,2971.13,2024-09-19
C003377,V02550,E-tailers,4254.35,2024-08-17
C002560,V01992,Methodologies,3888.86,2025-04-23
C002657,V00959,Schemas,4903.24,2026-01-26
C001552,V02439,E-services,1160.0,2025-10-29
C004117,V00496,Systems,1534.37,2024-09-29
C004911,V04874,E-markets,3878.14,2024-04-17
C003950,V01632,Schemas,383.71,2025-07-21
C004408,V01837,Roi,1416.81,2024-11-22
C001260,V00870,E-services,2159.33,2025-07-09
C002612,V00381,Roi,2308.53,2023-12-02
C002925,V00366,E-services,1616.33,2024-11-12
C004803,V02864,,3916.11,2026-03-29
C003649,V04008,Users,3093.77,2023-07-31
C003021,V00919,Services,779.37,2026-03-29
C003825,V01187,Bandwidth,2962.76,2024-05-07
C001697,V02387,Niches,1114.57,2024-02-19
C001781,V00969,Roi,2523.85,2023-08-12
C001022,V00734,Systems,2039.76,2025-08-12
C002002,V03032,Metrics,1823.26,2023-08-01
C000128,V01218,Metrics,128.41,2024-11-24
C002242,V00162,E-tailers,952.39,2024-06-30
C003448,V04746,Paradigms,2859.17,2026-04-07
C004116,V01143,Services,1241.62,2025-01-15
C004755,V00934,Architectures,3989.05,2024-03-22
C003499,V03365,E-business,2748.41,2025-05-01
C003807,V00327,Bandwidth,1443.65,2025-11-02
C001906,V01564,Schemas,1809.95,2025-03-21
C003335,V03170,Channels,486.31,2023-09-23
C001798,V00031,Channels,681.73,2024-01-01
C003200,V00522,E-services,3001.53,2023-04-25
C002252,V02809,E-services,1749.48,2024-06-03
C000964,V01448,Web-readiness,3909.95,2023-08-09
C004417,V04905,E-markets,824.83,2024-01-30
C004733,V01906,Platforms,1734.03,2023-10-13
C004505,V00355,Services,1871.93,2025-10-02
C000453,V03551,Partnerships,2008.3,2025-07-04
C004815,V04578,Services,561.5,06/26/2024
C001253,V03042,Solutions,4567.54,2025-03-27
C001593,V02572,Niches,2240.88,2026-03-30
C004176,V04499,Partnerships,727.48,2024-03-21
C002482,V04768,Metrics,3199.24,05/10/2024
C004979,V01194,Schemas,4393.47,2024-12-20
C002597,V02172,E-services,4387.55,2024-01-11
C002011,V02820,Systems,2511.38,2024-05-09
C004033,V02972,E-tailers,2179.58,2025-03-22
C003435,V01176,E-services,186.26,2026-03-24
C000142,V03947,Communities,4469.46,2024-08-11
C001434,V02390,Systems,3272.77,2025-04-08
C001940,V04064,Relationships,4782.5,2025-02-13
C003289,V02312,Relationships,2235.93,2024-01-17
C002847,V02652,E-tailers,3473.55,2025-06-25
C000768,V00682,Infrastructures,667.28,2025-08-27
C002791,V01659,Web-readiness,2027.65,2025-10-14
C004792,V04389,Channels,3367.21,2024-03-05
C001549,V03573,Platforms,1114.84,2024-09-13
C000554,V01626,E-services,603.45,2025-08-23
C001951,V03760,Functionalities,2985.08,2026-02-23
C002917,V04952,Models,1133.7,2023-06-11
C002063,V04040,,3611.01,2025-02-24
C001413,V03214,Action-items,3331.97,2025-01-22
C002783,V00456,E-services,4682.13,2026-02-07
C002273,V03991,E-markets,2943.73,2025-08-07
C001419,V02421,Niches,418.53,2025-04-06
C004798,V04815,Solutions,4349.23,2026-02-11
C000788,V04414,Platforms,2753.05,2024-02-15
C004908,V01538,Niches,-3482.71,2024-05-23
C002346,V01252,Convergence,3009.17,2023-09-16
C004856,V04512,E-commerce,839.97,2025-07-04
C000052,V00937,Networks,1854.96,2023-06-04
C004848,V02103,E-commerce,2977.89,2024-09-24
C000408,V01542,E-commerce,2476.25,2024-01-08
C002904,V00902,Infrastructures,4796.68,2024-06-20
C000876,V02425,Infrastructures,2822.29,2026-01-04
C004518,V02475,E-services,1178.3,2023-05-24
C001521,V02217,E-tailers,1566.21,2025-05-23
C001175,V03608,Communities,4850.05,05/17/2025
C002165,V00902,Solutions,4311.57,2024-01-22
C001751,V01265,Infrastructures,3098.32,2023-04-19
C003959,V04454,Infrastructures,3382.5,2023-08-16
C004215,V03857,Communities,4010.6,2023-12-08
C003874,V04589,Action-items,3047.4,2026-03-16
C002343,V04804,Partnerships,2420.24,2024-05-29
C000946,V01555,Infrastructures,670.28,2024-09-08
C003630,V00223,E-markets,4467.1,2023-04-19
C001759,V03376,Partnerships,3060.37,2025-10-10
C003287,V00710,E-business,-4940.07,2025-08-14
C002971,V04925,Niches,4513.79,2024-02-14
C002464,V01300,Niches,3395.12,2024-09-07
C001300,V02282,E-markets,2078.63,2024-06-25
C001212,V01277,Convergence,138.35,2023-06-15
C003295,V00922,Metrics,1829.25,2025-01-07
C001586,V02520,E-tailers,2206.43,2025-06-08
C004944,V00791,Convergence,4625.55,2026-03-26
C004125,V04694,E-markets,3392.66,2025-02-13
C000535,V01064,Metrics,1566.68,2024-07-04
C004577,V03101,Partnerships,3685.58,2024-02-01
C002760,V03911,Web-readiness,2114.3,2025-04-25
C004106,V03347,Relationships,2529.66,2023-10-09
C000864,V02272,Services,1943.77,07/25/2025
C001993,V00722,Platforms,3542.29,2024-05-13
C003416,V00759,Communities,215.61,2024-10-18
C002157,V01557,E-tailers,1546.45,2025-08-04
C003279,V02859,Niches,2880.53,2025-10-17
C001701,V00439,,3202.54,2024-07-17
C004076,V00289,Channels,2028.57,2025-05-27
C002841,V01386,Paradigms,2364.49,2024-12-16
C003092,V00172,Solutions,625.02,2024-11-07
C003311,V04961,Partnerships,1327.2,2024-09-20
C001532,V03495,E-services,2684.84,2025-10-01
C004141,V04689,E-markets,1206.98,2024-10-23
C003440,V02528,Architectures,-623.87,10/09/2024
C000945,V02985,Paradigms,2435.13,2024-10-11
C000423,V04303,Systems,2390.55,2023-09-08
C000285,V02408,Niches,-4581.79,2023-06-15
C004384,V02802,Paradigms,4383.31,2024-05-12
C002670,V01506,Systems,4746.46,2025-03-13
C003842,V01524,Systems,2358.76,2023-07-13
C004221,V03780,Paradigms,3912.08,2025-11-29
C002815,V03895,Platforms,46.29,2025-11-02
C002078,V02464,E-markets,1838.59,2023-07-31
C002459,V00871,E-services,1392.44,2023-10-30
C001528,V02816,Paradigms,4575.88,2025-09-21
C004082,V01920,E-services,4377.85,2023-08-19
C003746,V03082,E-tailers,4142.88,2025-11-08
C000480,V01554,Systems,-1655.55,2025-09-22
C003691,V04032,Systems,3550.69,2025-07-27
C003380,V00161,Platforms,4473.47,2023-07-19
C000170,V00193,Markets,1179.32,2024-06-07
C004235,V01295,Convergence,3686.72,2024-04-02
C002703,V04553,Infrastructures,2713.09,2025-08-08
C001046,V00396,Markets,280.41,2024-11-29
C000910,V02281,Users,1647.33,2024-04-07
C002190,V00913,Users,1587.26,2025-04-06
C000979,V01899,Systems,4757.43,2025-07-25
C003910,V03752,Systems,322.13,2026-02-27
C004936,V04453,,3837.47,2024-05-24
C004920,V02373,Roi,1027.01,2025-03-30
C001380,V04606,Schemas,3446.44,2023-11-05
C001602,V00857,Schemas,3813.41,2025-07-27
C004351,V00752,Systems,893.65,2025-09-02
C004108,V01885,Solutions,4907.2,2024-02-13
C004471,V03169,Functionalities,2932.08,2023-05-31
C002915,V04146,Roi,1043.93,2026-03-03
C001223,V01133,E-services,887.74,2024-09-06
C000655,V00611,Architectures,4832.36,2025-08-20
C001116,V04259,Paradigms,4523.29,2024-12-20
C000764,V03071,Systems,2654.87,2025-10-30
C001688,V02728,Paradigms,3492.14,2025-12-02
C002224,V00449,E-services,313.82,2024-09-16
C001136,V04142,Platforms,747.51,2023-09-25
C001217,V03224,Paradigms,3594.97,2024-08-07
C004794,V04818,E-tailers,4922.71,2023-10-02
C004201,V04596,E-commerce,4308.75,2025-12-23
C002275,V02441,Channels,3769.59,2023-10-29
C004773,V01267,Methodologies,2824.4,2024-11-14
C000633,V00136,Niches,3457.46,2025-01-09
C001426,V00144,,3775.13,2025-07-01
C002809,V02153,Info-mediaries,2659.56,2023-11-17
C002913,V04072,E-commerce,1148.45,10/18/2025
C000452,V02249,Platforms,3183.9,2023-07-13
C001935,V03533,Schemas,3128.5,2026-03-03
C003942,V00768,E-services,1017.68,2023-11-12
C003561,V00240,E-services,156.72,2025-09-21
C004286,V04904,Info-mediaries,1860.86,2025-01-02
C004825,V02239,E-services,2160.56,2025-02-26
C002110,V04144,E-services,3282.31,2026-03-16
C004197,V01798,Bandwidth,62.95,2025-11-06
C001901,V03717,Users,1355.86,2023-08-27
C001789,V04921,Partnerships,1567.73,2024-10-31
C004916,V04508,Markets,-1012.74,2023-06-29
C001711,V02238,Schemas,3589.7,2024-01-20
C000507,V02813,Architectures,1049.9,2026-02-17
C000636,V02711,Systems,-1237.04,2023-11-25
C001796,V01069,Functionalities,4687.1,2024-06-22
C002230,V01383,Markets,2758.54,2026-02-04
C003459,V04733,Niches,2412.56,2024-09-22
C004603,V04841,E-services,3919.46,2023-12-24
C002102,V02933,Users,892.41,2026-02-06
C003832,V03802,Services,3314.84,2023-12-25
C003492,V02691,Platforms,2811.19,2024-12-08
C001317,V00123,Niches,4161.51,2026-03-29
C001965,V00900,Niches,4350.4,2023-07-26
C004166,V04600,E-commerce,644.65,02/14/2024
C003804,V01330,E-services,4273.77,2023-05-23
C002351,V04873,Solutions,1367.89,2024-02-12
C004575,V04277,E-services,738.72,2025-02-08
C003898,V04357,E-commerce,736.67,2023-12-02
C000218,V00043,Partnerships,1406.86,2023-05-20
C003531,V04955,Users,1607.91,2025-05-23
C001298,V00674,Convergence,3203.13,2024-09-22
C001442,V01296,,694.16,2023-11-14
C001685,V01327,,296.64,2024-01-23
C000379,V01271,Infrastructures,1278.93,12/16/2024
C000442,V02320,Channels,4805.76,2023-06-29
C004399,V02901,Convergence,1030.54,2024-09-30
C004442,V01880,Roi,4570.86,2024-04-30
C003901,V04695,Solutions,3831.1,2025-01-15
C004081,V00823,Platforms,371.8,2023-10-21
C003703,V04058,Channels,1182.02,2024-01-10
C000011,V02238,Metrics,2295.03,2024-09-25
C000065,V04242,E-markets,3282.34,2025-08-02
C004003,V03653,Solutions,4696.12,2024-01-18
C001884,V00324,Models,535.36,2023-06-23
C001354,V03265,Users,4569.39,2026-03-12
C002720,V00597,E-services,1092.46,2025-06-07
C004889,V02367,Users,902.54,2023-11-24
C000887,V02945,E-commerce,1803.53,2025-01-29
C002382,V00727,E-services,1823.81,2023-08-19
C002660,V00258,Metrics,2636.24,2026-01-25
C000263,V02960,Markets,3513.47,2025-07-19
C004550,V00939,Solutions,2515.63,2023-09-03
C004175,V01985,Action-items,2693.47,2023-10-26
C003140,V03891,Infrastructures,4217.24,2023-07-17
C001723,V02245,Users,2820.21,2024-07-02
C000642,V03812,Roi,488.93,2023-06-03
C002900,V01559,E-commerce,4541.93,2025-10-19
C004160,V03535,Channels,4641.25,2023-07-29
C001135,V00310,Architectures,1382.24,2025-09-23
C000790,V02027,Users,2388.32,2024-02-26
C002796,V04509,Functionalities,2122.64,2025-11-03
C000607,V02597,Niches,3803.08,2023-06-04
C001489,V04116,Action-items,4763.36,2024-01-08
C000312,V01844,Architectures,93.13,2023-10-27
C001134,V00316,Models,2505.4,2025-08-13
C001174,V03305,Platforms,41.4,2026-01-15
C000656,V01009,Architectures,1876.72,2024-12-02
C000755,V00112,Systems,4924.7,2024-12-14
C000363,V02850,Roi,2515.39,2026-03-22
C002013,V02951,Partnerships,4453.15,2023-07-29
C002505,V02179,E-services,4892.09,2024-11-03
C003757,V03430,Channels,2661.81,2024-03-05
C001416,V00966,Partnerships,3947.08,2023-12-22
C000352,V04418,Niches,4227.55,2025-10-14
C001146,V00674,E-services,2310.51,2025-07-24
C002295,V03385,E-tailers,3138.6,2025-07-14
C001166,V03344,Metrics,1369.82,2024-03-30
C000673,V04025,E-services,4991.09,2025-07-17
C001987,V02087,Experiences,4015.48,03/12/2025
C004671,V02886,Users,4214.31,2025-01-29
C002462,V04943,Platforms,1323.95,2025-10-03
C002195,V03050,Networks,1549.61,2026-02-13
C004886,V04178,Platforms,519.01,2023-05-04
C001454,V00294,E-markets,3630.75,12/02/2024
C004094,V03676,E-services,3395.14,2024-06-24
C004113,V03017,Paradigms,4582.63,2023-05-27
C002717,V02668,Systems,2307.16,2024-04-08
C003322,V00454,Users,1604.89,2023-06-09
C002384,V04650,Niches,739.62,2024-06-11
C003488,V04690,Channels,879.93,2025-08-15
C001205,V00159,Roi,2574.59,2024-02-21
C003414,V02694,Action-items,4770.14,2025-08-20
C000448,V03881,Functionalities,53.3,2025-02-08
C001626,V02272,Platforms,453.08,2023-12-05
C003829,V01404,E-markets,736.76,2025-12-06
C002433,V02558,Metrics,2158.56,2025-04-29
C000231,V01718,Paradigms,542.45,2023-06-20
C003271,V01512,Relationships,4754.36,2025-01-07
C003110,V03145,,2416.16,2023-10-31
C000503,V04944,Solutions,2062.25,2024-10-01
C000239,V03003,Bandwidth,2802.19,2024-07-12
C002849,V03955,Niches,4038.0,2025-10-02
C002267,V04736,E-business,3352.79,2024-10-21
C004485,V01380,,378.64,2026-01-02
C002449,V04436,Platforms,3215.37,2025-10-29
C002126,V01400,Models,576.7,2025-12-15
C001177,V02833,Platforms,1221.16,2024-05-30
C000437,V04337,Bandwidth,1346.13,2024-04-21
C003820,V03223,Users,3063.61,07/20/2025
C001553,V02193,E-services,4623.38,2025-04-14
C004976,V02356,Relationships,1918.86,2026-03-21
C003885,V01890,Systems,873.21,2025-11-12
C001161,V02115,Niches,3793.9,2025-07-18
C003498,V03245,E-business,255.69,2024-04-27
C004319,V03423,Info-mediaries,3329.11,2025-01-06
C002236,V00656,Systems,3575.35,2026-01-06
C004182,V01465,E-markets,2836.39,2025-05-24
C002586,V00907,Metrics,162.95,2023-10-03
C003713,V00388,Niches,4166.99,2024-01-04
C004649,V03652,E-services,616.2,06/19/2024
C001691,V01849,E-services,1416.56,2023-11-15
C004392,V03439,Networks,2427.05,2023-08-30
C004227,V01177,Users,4004.31,2023-04-20
C003196,V02079,Bandwidth,709.34,2025-10-26
C002225,V03076,Methodologies,1873.77,2024-11-24
C000082,V01962,E-services,1333.86,2024-05-27
C004203,V01115,Channels,2275.98,2024-05-04
C002936,V04588,,2443.45,2025-02-23
C004567,V03538,E-services,3745.99,2024-03-25
C004240,V01148,Partnerships,2930.65,2023-08-31
C002152,V00644,Metrics,2986.72,2025-08-02
C004895,V00548,Solutions,1771.23,2024-05-08
C003407,V00058,Web-readiness,1923.43,2023-09-20
C001975,V01846,Convergence,1951.0,2025-01-03
C000544,V03401,Relationships,170.84,2025-11-01
C004429,V00787,E-markets,3397.65,2023-08-06
C001543,V00364,Systems,3627.63,2025-09-21
C004834,V03575,Relationships,632.28,2024-08-24
C001876,V00219,,4898.51,2025-03-16
C001479,V01328,Relationships,4657.55,2023-06-02
C001227,V02652,E-services,4754.43,2024-03-19
C001775,V00451,Models,966.81,2024-12-09
C002377,V04195,Communities,1604.75,04/04/2025
C002021,V03557,Metrics,1389.64,2023-06-15
C003981,V04153,E-services,127.94,2024-06-07
C003659,V03157,Systems,4666.83,2025-09-12
C002949,V00068,Channels,406.42,2023-08-30
C004707,V04011,Communities,2562.48,2024-09-22
C002581,V00373,Networks,4526.37,2024-12-11
C003628,V03444,Models,347.16,2025-10-29
C002081,V04671,Schemas,1102.45,2025-02-15
C000262,V01145,E-tailers,3945.07,2025-09-28
C000422,V02829,Channels,2246.52,2023-08-15
C004251,V03196,Architectures,2138.18,2025-06-20
C002674,V03650,E-tailers,2976.76,2025-05-20
C000674,V03321,Schemas,2640.67,2024-08-17
C001173,V02072,E-commerce,2361.28,2023-05-27
C000491,V03693,Paradigms,141.32,2025-07-10
C000412,V03561,Relationships,1572.84,2025-11-08
C004924,V01400,E-business,586.02,2023-09-06
C004611,V00741,Solutions,4829.38,2024-07-26
C001756,V00801,Infrastructures,3931.39,2024-10-05
C000677,V04431,Users,4554.77,2023-10-21
C001019,V04483,Niches,2164.51,2024-10-07
C004333,V03183,Communities,1926.15,2024-05-02
C001304,V03452,Models,588.81,2025-10-17
C004661,V01466,Metrics,3654.37,2026-02-02
C000047,V02058,E-business,2564.87,2023-05-05
C001144,V03616,Platforms,3111.26,2024-09-08
C001954,V04862,E-tailers,996.53,2025-01-02
C003108,V01711,Models,-4988.96,2025-10-01
C000940,V02173,Relationships,2207.19,02/04/2026
C002599,V02336,E-business,4137.25,2025-10-29
C001603,V02463,Markets,161.94,2024-12-20
C003706,V04087,Roi,548.34,2024-09-14
C003984,V02678,Channels,1611.04,2024-02-21
C002960,V00484,E-business,3029.01,2025-11-26
C001264,V02990,Services,3998.27,2025-11-12
C002744,V02397,Metrics,3412.04,2024-01-10
C003065,V01820,Action-items,1320.64,2023-08-11
C003161,V00525,E-tailers,2707.16,2023-07-29
C002155,V03849,Communities,2838.03,2023-05-27
C001096,V03024,Paradigms,719.97,2026-03-18
C000638,V00636,Niches,1860.19,2025-09-13
C002526,V00743,E-services,4313.55,2024-11-30
C003176,V01732,Infrastructures,3755.62,2023-10-04
C001508,V00237,Markets,4924.49,2024-05-01
C001352,V03518,Metrics,1028.85,2025-08-28
C003028,V02880,Channels,3872.39,2025-02-16
C002743,V03483,Architectures,2773.12,2024-10-05
C000877,V04437,Methodologies,3159.18,2023-09-08
C000304,V01685,Convergence,4561.55,2023-11-23
C003794,V01604,E-services,1744.17,2024-10-21
C003398,V00970,E-tailers,710.82,2025-03-01
C001941,V00522,Schemas,4374.19,2025-10-30
C002867,V04267,Architectures,2132.89,2025-04-03
C000116,V01793,Partnerships,2712.06,2024-05-03
C004784,V00459,Infrastructures,1320.74,2024-05-08
C000840,V00134,E-tailers,1752.99,2025-10-24
C000435,V01787,Channels,3481.08,2023-05-21
C004388,V04263,Communities,4143.71,2025-12-15
C003578,V01703,Models,4639.98,2023-12-09
C002077,V00093,Markets,1011.47,2023-05-10
C000886,V02654,Action-items,1867.68,2025-07-02
C000686,V00886,Convergence,3985.85,2024-08-12
C003500,V04757,Channels,1240.48,2025-06-04
C004170,V00332,Markets,2869.02,2025-11-11
C003524,V03410,Niches,2320.48,2023-04-30
C000385,V04538,Niches,3557.81,2023-08-14
C003968,V03871,Markets,1853.9,2024-06-05
C004111,V00465,Communities,2464.26,2026-01-18
C001027,V01074,Action-items,3991.98,2026-01-29
C004271,V04668,Solutions,3719.51,2025-08-25
C001913,V04508,Architectures,-4024.27,2023-08-19
C000588,V01564,Methodologies,3466.02,2024-07-18
C002401,V03143,Platforms,2805.73,2025-12-02
C000522,V04168,E-tailers,4791.9,2024-11-13
C001087,V02783,Networks,4454.41,2026-04-02
C000704,V00246,Methodologies,2808.96,2023-07-12
C001907,V00739,E-commerce,1409.69,2023-09-22
C002836,V00670,Convergence,535.96,2026-01-15
C000929,V04933,Roi,3321.32,2024-04-18
C002605,V00649,Roi,2042.44,2023-11-13
C003316,V01070,E-commerce,1181.59,2023-12-21
C004353,V01820,Niches,174.06,2023-10-24
C000759,V01152,Services,2660.0,2023-11-21
C004871,V04414,Systems,844.45,2024-04-08
C003334,V02830,E-markets,3183.19,11/05/2025
C002146,V00680,Architectures,3633.12,2025-09-21
C001715,V03521,Communities,562.19,2024-07-29
C003320,V03161,Users,4465.64,2023-05-03
C000571,V00177,Niches,1341.83,2024-05-07
C001182,V00687,Services,218.38,2025-11-20
C001438,V04702,Convergence,234.03,2025-09-07
C003305,V00066,Infrastructures,-2790.03,2026-04-16
C002426,V02197,Relationships,769.8,2025-11-26
C003856,V00574,E-business,3198.65,2023-08-26
C002658,V01322,Partnerships,108.36,2024-11-08
C000250,V00192,Convergence,15.47,07/17/2024
C002708,V02733,Experiences,1243.82,2024-05-05
C000076,V04895,Partnerships,3412.82,2026-02-25
C001432,V01465,E-markets,183.31,2024-10-12
C002317,V00250,Paradigms,1101.35,2025-01-09
C003589,V03095,Roi,3689.76,2026-03-06
C003130,V01298,E-business,1604.88,2024-06-23
C004276,V00529,Relationships,2389.07,2025-12-24
C004142,V04023,E-services,2009.24,2023-12-10
C003358,V02341,Functionalities,3901.98,01/04/2024
C004519,V03481,Platforms,2242.68,2024-10-11
C003426,V03880,Experiences,2049.88,2023-05-03
C003986,V02948,Metrics,1352.93,2024-04-24
C004074,V01020,E-tailers,4322.12,2026-03-19
C001467,V01240,E-services,3741.78,2024-01-15
C003595,V03883,Paradigms,4180.09,2025-08-08
C004292,V00550,Roi,4486.51,2023-11-07
C000552,V01628,Roi,4504.5,2026-02-01
C004476,V00296,E-markets,2982.81,07/19/2025
C000150,V02916,Users,1644.86,2025-04-16
C000634,V02737,Markets,3136.42,2026-02-11
C003652,V00508,E-tailers,1326.05,2023-10-28
C001613,V03214,Experiences,4228.8,2023-08-23
C003339,V00027,Functionalities,2534.33,2023-09-20
C003645,V02036,Solutions,4350.78,2026-01-17
C002463,V00984,Info-mediaries,2588.62,2024-05-25
C004451,V02179,Functionalities,1433.69,01/07/2025
C003975,V03189,E-tailers,2402.07,2024-06-08
C003920,V03622,E-business,2122.12,2025-10-26
C002332,V01893,Solutions,1706.28,2023-09-11
C002243,V00795,Niches,4466.58,2025-11-20
C000557,V03272,Models,1890.18,2025-11-05
C002127,V01102,Communities,63.87,2025-10-16
C001971,V01802,Niches,3059.64,2023-05-17
C004868,V00977,Partnerships,644.56,2024-03-17
C004345,V04698,E-commerce,2981.24,2024-04-19
C003937,V02660,Bandwidth,4094.44,2024-03-25
C003826,V02534,Schemas,743.45,2025-08-05
C000709,V01720,Action-items,4826.63,2023-08-12
C000884,V03877,Networks,734.91,2024-02-12
C002673,V04289,Users,17.53,2025-11-28
C001703,V00779,Networks,2763.48,2024-02-10
C004772,V02061,Convergence,3113.29,2025-08-20
C000115,V00165,,2564.64,2024-05-27
C001504,V02413,Info-mediaries,1763.91,2024-09-04
C001183,V00819,Partnerships,2610.83,2024-08-27
C002834,V04906,Metrics,4948.56,2023-12-08
